"";"geo";"unit";"time";"PKB";"GEO";"Region";"Kraj";"dl"
"8127";"EE004";"MIO_EUR";2008;1372;"EE004 - Lääne-Eesti";"Lääne-Eesti";"EE";5
"8128";"EE004";"MIO_EUR";2001;642;"EE004 - Lääne-Eesti";"Lääne-Eesti";"EE";5
"8129";"EE004";"MIO_EUR";2005;977;"EE004 - Lääne-Eesti";"Lääne-Eesti";"EE";5
"8130";"EE004";"MIO_EUR";2014;1390;"EE004 - Lääne-Eesti";"Lääne-Eesti";"EE";5
"8131";"EE004";"MIO_EUR";2002;683;"EE004 - Lääne-Eesti";"Lääne-Eesti";"EE";5
"8132";"EE004";"MIO_EUR";2003;727;"EE004 - Lääne-Eesti";"Lääne-Eesti";"EE";5
"8133";"EE004";"MIO_EUR";2011;1274;"EE004 - Lääne-Eesti";"Lääne-Eesti";"EE";5
"8134";"EE004";"MIO_EUR";2004;803;"EE004 - Lääne-Eesti";"Lääne-Eesti";"EE";5
"8135";"EE004";"MIO_EUR";2015;1383;"EE004 - Lääne-Eesti";"Lääne-Eesti";"EE";5
"8136";"EE004";"MIO_EUR";2007;1390;"EE004 - Lääne-Eesti";"Lääne-Eesti";"EE";5
"8137";"EE004";"MIO_EUR";2010;1219;"EE004 - Lääne-Eesti";"Lääne-Eesti";"EE";5
"8138";"EE006";"MIO_EUR";2005;723;"EE006 - Kesk-Eesti";"Kesk-Eesti";"EE";5
"8139";"EE006";"MIO_EUR";2009;853;"EE006 - Kesk-Eesti";"Kesk-Eesti";"EE";5
"8140";"EE006";"MIO_EUR";2015;1151;"EE006 - Kesk-Eesti";"Kesk-Eesti";"EE";5
"8141";"EE006";"MIO_EUR";2012;1127;"EE006 - Kesk-Eesti";"Kesk-Eesti";"EE";5
"8142";"EE006";"MIO_EUR";2000;459;"EE006 - Kesk-Eesti";"Kesk-Eesti";"EE";5
"8143";"EE006";"MIO_EUR";2006;851;"EE006 - Kesk-Eesti";"Kesk-Eesti";"EE";5
"8144";"EE006";"MIO_EUR";2008;1017;"EE006 - Kesk-Eesti";"Kesk-Eesti";"EE";5
"8145";"EE006";"MIO_EUR";2002;560;"EE006 - Kesk-Eesti";"Kesk-Eesti";"EE";5
"8146";"EE006";"MIO_EUR";2013;1089;"EE006 - Kesk-Eesti";"Kesk-Eesti";"EE";5
"8147";"EE006";"MIO_EUR";2010;930;"EE006 - Kesk-Eesti";"Kesk-Eesti";"EE";5
"8148";"EE006";"MIO_EUR";2014;1141;"EE006 - Kesk-Eesti";"Kesk-Eesti";"EE";5
"8149";"EE006";"MIO_EUR";2003;598;"EE006 - Kesk-Eesti";"Kesk-Eesti";"EE";5
"8150";"EE006";"MIO_EUR";2001;499;"EE006 - Kesk-Eesti";"Kesk-Eesti";"EE";5
"8151";"EE006";"MIO_EUR";2004;654;"EE006 - Kesk-Eesti";"Kesk-Eesti";"EE";5
"8152";"EE006";"MIO_EUR";2011;1042;"EE006 - Kesk-Eesti";"Kesk-Eesti";"EE";5
"8153";"EE006";"MIO_EUR";2007;1068;"EE006 - Kesk-Eesti";"Kesk-Eesti";"EE";5
"8154";"EE007";"MIO_EUR";2012;1362;"EE007 - Kirde-Eesti";"Kirde-Eesti";"EE";5
"8155";"EE007";"MIO_EUR";2014;1550;"EE007 - Kirde-Eesti";"Kirde-Eesti";"EE";5
"8156";"EE007";"MIO_EUR";2009;1072;"EE007 - Kirde-Eesti";"Kirde-Eesti";"EE";5
"8157";"EE007";"MIO_EUR";2005;886;"EE007 - Kirde-Eesti";"Kirde-Eesti";"EE";5
"8158";"EE007";"MIO_EUR";2003;688;"EE007 - Kirde-Eesti";"Kirde-Eesti";"EE";5
"8159";"EE007";"MIO_EUR";2002;617;"EE007 - Kirde-Eesti";"Kirde-Eesti";"EE";5
"8160";"EE007";"MIO_EUR";2000;520;"EE007 - Kirde-Eesti";"Kirde-Eesti";"EE";5
"8161";"EE007";"MIO_EUR";2010;1205;"EE007 - Kirde-Eesti";"Kirde-Eesti";"EE";5
"8162";"EE007";"MIO_EUR";2011;1375;"EE007 - Kirde-Eesti";"Kirde-Eesti";"EE";5
"8163";"EE007";"MIO_EUR";2015;1423;"EE007 - Kirde-Eesti";"Kirde-Eesti";"EE";5
"8164";"EE007";"MIO_EUR";2013;1521;"EE007 - Kirde-Eesti";"Kirde-Eesti";"EE";5
"8165";"EE007";"MIO_EUR";2001;575;"EE007 - Kirde-Eesti";"Kirde-Eesti";"EE";5
"8166";"EE007";"MIO_EUR";2008;1322;"EE007 - Kirde-Eesti";"Kirde-Eesti";"EE";5
"8167";"EE007";"MIO_EUR";2006;1021;"EE007 - Kirde-Eesti";"Kirde-Eesti";"EE";5
"8168";"EE007";"MIO_EUR";2004;746;"EE007 - Kirde-Eesti";"Kirde-Eesti";"EE";5
"8169";"EE007";"MIO_EUR";2007;1237;"EE007 - Kirde-Eesti";"Kirde-Eesti";"EE";5
"8170";"EE008";"MIO_EUR";2014;3370;"EE008 - L?una-Eesti";"L?una-Eesti";"EE";5
"8171";"EE008";"MIO_EUR";2012;3083;"EE008 - L?una-Eesti";"L?una-Eesti";"EE";5
"8172";"EE008";"MIO_EUR";2003;1561;"EE008 - L?una-Eesti";"L?una-Eesti";"EE";5
"8173";"EE008";"MIO_EUR";2015;3473;"EE008 - L?una-Eesti";"L?una-Eesti";"EE";5
"8174";"EE008";"MIO_EUR";2009;2466;"EE008 - L?una-Eesti";"L?una-Eesti";"EE";5
"8175";"EE008";"MIO_EUR";2002;1379;"EE008 - L?una-Eesti";"L?una-Eesti";"EE";5
"8176";"EE008";"MIO_EUR";2011;2875;"EE008 - L?una-Eesti";"L?una-Eesti";"EE";5
"8177";"EE008";"MIO_EUR";2005;1981;"EE008 - L?una-Eesti";"L?una-Eesti";"EE";5
"8178";"EE008";"MIO_EUR";2000;1102;"EE008 - L?una-Eesti";"L?una-Eesti";"EE";5
"8179";"EE008";"MIO_EUR";2008;3044;"EE008 - L?una-Eesti";"L?una-Eesti";"EE";5
"8180";"EE008";"MIO_EUR";2007;2867;"EE008 - L?una-Eesti";"L?una-Eesti";"EE";5
"8181";"EE008";"MIO_EUR";2006;2317;"EE008 - L?una-Eesti";"L?una-Eesti";"EE";5
"8182";"EE008";"MIO_EUR";2004;1675;"EE008 - L?una-Eesti";"L?una-Eesti";"EE";5
"8183";"EE008";"MIO_EUR";2010;2572;"EE008 - L?una-Eesti";"L?una-Eesti";"EE";5
"8184";"EE008";"MIO_EUR";2001;1243;"EE008 - L?una-Eesti";"L?una-Eesti";"EE";5
"8185";"EE008";"MIO_EUR";2013;3204;"EE008 - L?una-Eesti";"L?una-Eesti";"EE";5
"8186";"EL301";"MIO_EUR";2006;16796;"EL301 - Voreios Tomeas Athinon";"Voreios Tomeas Athinon";"EL";5
"8187";"EL301";"MIO_EUR";2003;12785;"EL301 - Voreios Tomeas Athinon";"Voreios Tomeas Athinon";"EL";5
"8188";"EL301";"MIO_EUR";2014;15116;"EL301 - Voreios Tomeas Athinon";"Voreios Tomeas Athinon";"EL";5
"8189";"EL301";"MIO_EUR";2009;19824;"EL301 - Voreios Tomeas Athinon";"Voreios Tomeas Athinon";"EL";5
"8190";"EL301";"MIO_EUR";2005;15240;"EL301 - Voreios Tomeas Athinon";"Voreios Tomeas Athinon";"EL";5
"8191";"EL301";"MIO_EUR";2012;16501;"EL301 - Voreios Tomeas Athinon";"Voreios Tomeas Athinon";"EL";5
"8192";"EL301";"MIO_EUR";2004;14150;"EL301 - Voreios Tomeas Athinon";"Voreios Tomeas Athinon";"EL";5
"8193";"EL301";"MIO_EUR";2000;10002;"EL301 - Voreios Tomeas Athinon";"Voreios Tomeas Athinon";"EL";5
"8194";"EL301";"MIO_EUR";2008;19485;"EL301 - Voreios Tomeas Athinon";"Voreios Tomeas Athinon";"EL";5
"8195";"EL301";"MIO_EUR";2010;19311;"EL301 - Voreios Tomeas Athinon";"Voreios Tomeas Athinon";"EL";5
"8196";"EL301";"MIO_EUR";2011;17713;"EL301 - Voreios Tomeas Athinon";"Voreios Tomeas Athinon";"EL";5
"8197";"EL301";"MIO_EUR";2013;15565;"EL301 - Voreios Tomeas Athinon";"Voreios Tomeas Athinon";"EL";5
"8198";"EL301";"MIO_EUR";2001;10678;"EL301 - Voreios Tomeas Athinon";"Voreios Tomeas Athinon";"EL";5
"8199";"EL301";"MIO_EUR";2007;18392;"EL301 - Voreios Tomeas Athinon";"Voreios Tomeas Athinon";"EL";5
"8200";"EL301";"MIO_EUR";2002;12022;"EL301 - Voreios Tomeas Athinon";"Voreios Tomeas Athinon";"EL";5
"8201";"EL302";"MIO_EUR";2006;7429;"EL302 - Dytikos Tomeas Athinon";"Dytikos Tomeas Athinon";"EL";5
"8202";"EL302";"MIO_EUR";2009;7725;"EL302 - Dytikos Tomeas Athinon";"Dytikos Tomeas Athinon";"EL";5
"8203";"EL302";"MIO_EUR";2012;5943;"EL302 - Dytikos Tomeas Athinon";"Dytikos Tomeas Athinon";"EL";5
"8204";"EL302";"MIO_EUR";2014;5513;"EL302 - Dytikos Tomeas Athinon";"Dytikos Tomeas Athinon";"EL";5
"8205";"EL302";"MIO_EUR";2003;6165;"EL302 - Dytikos Tomeas Athinon";"Dytikos Tomeas Athinon";"EL";5
"8206";"EL302";"MIO_EUR";2008;7921;"EL302 - Dytikos Tomeas Athinon";"Dytikos Tomeas Athinon";"EL";5
"8207";"EL302";"MIO_EUR";2001;5239;"EL302 - Dytikos Tomeas Athinon";"Dytikos Tomeas Athinon";"EL";5
"8208";"EL302";"MIO_EUR";2005;6720;"EL302 - Dytikos Tomeas Athinon";"Dytikos Tomeas Athinon";"EL";5
"8209";"EL302";"MIO_EUR";2007;7686;"EL302 - Dytikos Tomeas Athinon";"Dytikos Tomeas Athinon";"EL";5
"8210";"EL302";"MIO_EUR";2011;6580;"EL302 - Dytikos Tomeas Athinon";"Dytikos Tomeas Athinon";"EL";5
"8211";"EL302";"MIO_EUR";2000;4902;"EL302 - Dytikos Tomeas Athinon";"Dytikos Tomeas Athinon";"EL";5
"8212";"EL302";"MIO_EUR";2010;7255;"EL302 - Dytikos Tomeas Athinon";"Dytikos Tomeas Athinon";"EL";5
"8213";"EL302";"MIO_EUR";2002;5682;"EL302 - Dytikos Tomeas Athinon";"Dytikos Tomeas Athinon";"EL";5
"8214";"EL302";"MIO_EUR";2013;5611;"EL302 - Dytikos Tomeas Athinon";"Dytikos Tomeas Athinon";"EL";5
"8215";"EL302";"MIO_EUR";2004;6613;"EL302 - Dytikos Tomeas Athinon";"Dytikos Tomeas Athinon";"EL";5
"8216";"EL303";"MIO_EUR";2006;37468;"EL303 - Kentrikos Tomeas Athinon";"Kentrikos Tomeas Athinon";"EL";5
"8217";"EL303";"MIO_EUR";2001;25918;"EL303 - Kentrikos Tomeas Athinon";"Kentrikos Tomeas Athinon";"EL";5
"8218";"EL303";"MIO_EUR";2012;33376;"EL303 - Kentrikos Tomeas Athinon";"Kentrikos Tomeas Athinon";"EL";5
"8219";"EL303";"MIO_EUR";2010;39795;"EL303 - Kentrikos Tomeas Athinon";"Kentrikos Tomeas Athinon";"EL";5
"8220";"EL303";"MIO_EUR";2003;30208;"EL303 - Kentrikos Tomeas Athinon";"Kentrikos Tomeas Athinon";"EL";5
"8221";"EL303";"MIO_EUR";2014;30787;"EL303 - Kentrikos Tomeas Athinon";"Kentrikos Tomeas Athinon";"EL";5
"8222";"EL303";"MIO_EUR";2000;24389;"EL303 - Kentrikos Tomeas Athinon";"Kentrikos Tomeas Athinon";"EL";5
"8223";"EL303";"MIO_EUR";2005;34823;"EL303 - Kentrikos Tomeas Athinon";"Kentrikos Tomeas Athinon";"EL";5
"8224";"EL303";"MIO_EUR";2008;42448;"EL303 - Kentrikos Tomeas Athinon";"Kentrikos Tomeas Athinon";"EL";5
"8225";"EL303";"MIO_EUR";2009;42231;"EL303 - Kentrikos Tomeas Athinon";"Kentrikos Tomeas Athinon";"EL";5
"8226";"EL303";"MIO_EUR";2013;31510;"EL303 - Kentrikos Tomeas Athinon";"Kentrikos Tomeas Athinon";"EL";5
"8227";"EL303";"MIO_EUR";2007;40379;"EL303 - Kentrikos Tomeas Athinon";"Kentrikos Tomeas Athinon";"EL";5
"8228";"EL303";"MIO_EUR";2002;28149;"EL303 - Kentrikos Tomeas Athinon";"Kentrikos Tomeas Athinon";"EL";5
"8229";"EL303";"MIO_EUR";2011;35948;"EL303 - Kentrikos Tomeas Athinon";"Kentrikos Tomeas Athinon";"EL";5
"8230";"EL303";"MIO_EUR";2004;33122;"EL303 - Kentrikos Tomeas Athinon";"Kentrikos Tomeas Athinon";"EL";5
"8231";"EL304";"MIO_EUR";2006;12131;"EL304 - Notios Tomeas Athinon";"Notios Tomeas Athinon";"EL";5
"8232";"EL304";"MIO_EUR";2003;9964;"EL304 - Notios Tomeas Athinon";"Notios Tomeas Athinon";"EL";5
"8233";"EL304";"MIO_EUR";2001;8396;"EL304 - Notios Tomeas Athinon";"Notios Tomeas Athinon";"EL";5
"8234";"EL304";"MIO_EUR";2005;11375;"EL304 - Notios Tomeas Athinon";"Notios Tomeas Athinon";"EL";5
"8235";"EL304";"MIO_EUR";2010;12878;"EL304 - Notios Tomeas Athinon";"Notios Tomeas Athinon";"EL";5
"8236";"EL304";"MIO_EUR";2014;9933;"EL304 - Notios Tomeas Athinon";"Notios Tomeas Athinon";"EL";5
"8237";"EL304";"MIO_EUR";2009;13339;"EL304 - Notios Tomeas Athinon";"Notios Tomeas Athinon";"EL";5
"8238";"EL304";"MIO_EUR";2002;9121;"EL304 - Notios Tomeas Athinon";"Notios Tomeas Athinon";"EL";5
"8239";"EL304";"MIO_EUR";2012;10707;"EL304 - Notios Tomeas Athinon";"Notios Tomeas Athinon";"EL";5
"8240";"EL304";"MIO_EUR";2000;7995;"EL304 - Notios Tomeas Athinon";"Notios Tomeas Athinon";"EL";5
"8241";"EL304";"MIO_EUR";2008;13669;"EL304 - Notios Tomeas Athinon";"Notios Tomeas Athinon";"EL";5
"8242";"EL304";"MIO_EUR";2013;10146;"EL304 - Notios Tomeas Athinon";"Notios Tomeas Athinon";"EL";5
"8243";"EL304";"MIO_EUR";2011;11661;"EL304 - Notios Tomeas Athinon";"Notios Tomeas Athinon";"EL";5
"8244";"EL304";"MIO_EUR";2007;13156;"EL304 - Notios Tomeas Athinon";"Notios Tomeas Athinon";"EL";5
"8245";"EL304";"MIO_EUR";2004;10870;"EL304 - Notios Tomeas Athinon";"Notios Tomeas Athinon";"EL";5
"8246";"EL305";"MIO_EUR";2001;6100;"EL305 - Anatoliki Attiki";"Anatoliki Attiki";"EL";5
"8247";"EL305";"MIO_EUR";2003;8438;"EL305 - Anatoliki Attiki";"Anatoliki Attiki";"EL";5
"8248";"EL305";"MIO_EUR";2014;10753;"EL305 - Anatoliki Attiki";"Anatoliki Attiki";"EL";5
"8249";"EL305";"MIO_EUR";2009;13475;"EL305 - Anatoliki Attiki";"Anatoliki Attiki";"EL";5
"8250";"EL305";"MIO_EUR";2010;13187;"EL305 - Anatoliki Attiki";"Anatoliki Attiki";"EL";5
"8251";"EL305";"MIO_EUR";2008;13142;"EL305 - Anatoliki Attiki";"Anatoliki Attiki";"EL";5
"8252";"EL305";"MIO_EUR";2002;7156;"EL305 - Anatoliki Attiki";"Anatoliki Attiki";"EL";5
"8253";"EL305";"MIO_EUR";2000;5701;"EL305 - Anatoliki Attiki";"Anatoliki Attiki";"EL";5
"8254";"EL305";"MIO_EUR";2006;11617;"EL305 - Anatoliki Attiki";"Anatoliki Attiki";"EL";5
"8255";"EL305";"MIO_EUR";2012;11275;"EL305 - Anatoliki Attiki";"Anatoliki Attiki";"EL";5
"8256";"EL305";"MIO_EUR";2007;12754;"EL305 - Anatoliki Attiki";"Anatoliki Attiki";"EL";5
"8257";"EL305";"MIO_EUR";2005;9682;"EL305 - Anatoliki Attiki";"Anatoliki Attiki";"EL";5
"8258";"EL305";"MIO_EUR";2004;9579;"EL305 - Anatoliki Attiki";"Anatoliki Attiki";"EL";5
"8259";"EL305";"MIO_EUR";2013;10822;"EL305 - Anatoliki Attiki";"Anatoliki Attiki";"EL";5
"8260";"EL305";"MIO_EUR";2011;12258;"EL305 - Anatoliki Attiki";"Anatoliki Attiki";"EL";5
"8261";"EL306";"MIO_EUR";2008;6175;"EL306 - Dytiki Attiki";"Dytiki Attiki";"EL";5
"8262";"EL306";"MIO_EUR";2002;3830;"EL306 - Dytiki Attiki";"Dytiki Attiki";"EL";5
"8263";"EL306";"MIO_EUR";2009;6002;"EL306 - Dytiki Attiki";"Dytiki Attiki";"EL";5
"8264";"EL306";"MIO_EUR";2007;6139;"EL306 - Dytiki Attiki";"Dytiki Attiki";"EL";5
"8265";"EL306";"MIO_EUR";2000;3026;"EL306 - Dytiki Attiki";"Dytiki Attiki";"EL";5
"8266";"EL306";"MIO_EUR";2010;5411;"EL306 - Dytiki Attiki";"Dytiki Attiki";"EL";5
"8267";"EL306";"MIO_EUR";2001;3270;"EL306 - Dytiki Attiki";"Dytiki Attiki";"EL";5
"8268";"EL306";"MIO_EUR";2014;4235;"EL306 - Dytiki Attiki";"Dytiki Attiki";"EL";5
"8269";"EL306";"MIO_EUR";2006;6070;"EL306 - Dytiki Attiki";"Dytiki Attiki";"EL";5
"8270";"EL306";"MIO_EUR";2011;5409;"EL306 - Dytiki Attiki";"Dytiki Attiki";"EL";5
"8271";"EL306";"MIO_EUR";2003;4510;"EL306 - Dytiki Attiki";"Dytiki Attiki";"EL";5
"8272";"EL306";"MIO_EUR";2012;4453;"EL306 - Dytiki Attiki";"Dytiki Attiki";"EL";5
"8273";"EL306";"MIO_EUR";2005;4586;"EL306 - Dytiki Attiki";"Dytiki Attiki";"EL";5
"8274";"EL306";"MIO_EUR";2004;4959;"EL306 - Dytiki Attiki";"Dytiki Attiki";"EL";5
"8275";"EL306";"MIO_EUR";2013;4269;"EL306 - Dytiki Attiki";"Dytiki Attiki";"EL";5
"8276";"EL307";"MIO_EUR";2008;13876;"EL307 - Peiraias, Nisoi";"Peiraias, Nisoi";"EL";5
"8277";"EL307";"MIO_EUR";2002;9457;"EL307 - Peiraias, Nisoi";"Peiraias, Nisoi";"EL";5
"8278";"EL307";"MIO_EUR";2005;11613;"EL307 - Peiraias, Nisoi";"Peiraias, Nisoi";"EL";5
"8279";"EL307";"MIO_EUR";2012;10416;"EL307 - Peiraias, Nisoi";"Peiraias, Nisoi";"EL";5
"8280";"EL307";"MIO_EUR";2001;9348;"EL307 - Peiraias, Nisoi";"Peiraias, Nisoi";"EL";5
"8281";"EL307";"MIO_EUR";2010;12626;"EL307 - Peiraias, Nisoi";"Peiraias, Nisoi";"EL";5
"8282";"EL307";"MIO_EUR";2000;8905;"EL307 - Peiraias, Nisoi";"Peiraias, Nisoi";"EL";5
"8283";"EL307";"MIO_EUR";2011;11402;"EL307 - Peiraias, Nisoi";"Peiraias, Nisoi";"EL";5
"8284";"EL307";"MIO_EUR";2009;13405;"EL307 - Peiraias, Nisoi";"Peiraias, Nisoi";"EL";5
"8285";"EL307";"MIO_EUR";2003;10424;"EL307 - Peiraias, Nisoi";"Peiraias, Nisoi";"EL";5
"8286";"EL307";"MIO_EUR";2014;9664;"EL307 - Peiraias, Nisoi";"Peiraias, Nisoi";"EL";5
"8287";"EL307";"MIO_EUR";2004;11521;"EL307 - Peiraias, Nisoi";"Peiraias, Nisoi";"EL";5
"8288";"EL307";"MIO_EUR";2006;12823;"EL307 - Peiraias, Nisoi";"Peiraias, Nisoi";"EL";5
"8289";"EL307";"MIO_EUR";2007;13501;"EL307 - Peiraias, Nisoi";"Peiraias, Nisoi";"EL";5
"8290";"EL307";"MIO_EUR";2013;9719;"EL307 - Peiraias, Nisoi";"Peiraias, Nisoi";"EL";5
"8291";"EL411";"MIO_EUR";2008;1798;"EL411 - Lesvos, Limnos";"Lesvos, Limnos";"EL";5
"8292";"EL411";"MIO_EUR";2001;1060;"EL411 - Lesvos, Limnos";"Lesvos, Limnos";"EL";5
"8293";"EL411";"MIO_EUR";2002;1092;"EL411 - Lesvos, Limnos";"Lesvos, Limnos";"EL";5
"8294";"EL411";"MIO_EUR";2003;1325;"EL411 - Lesvos, Limnos";"Lesvos, Limnos";"EL";5
"8295";"EL411";"MIO_EUR";2004;1345;"EL411 - Lesvos, Limnos";"Lesvos, Limnos";"EL";5
"8296";"EL411";"MIO_EUR";2010;1648;"EL411 - Lesvos, Limnos";"Lesvos, Limnos";"EL";5
"8297";"EL411";"MIO_EUR";2012;1366;"EL411 - Lesvos, Limnos";"Lesvos, Limnos";"EL";5
"8298";"EL411";"MIO_EUR";2005;1461;"EL411 - Lesvos, Limnos";"Lesvos, Limnos";"EL";5
"8299";"EL411";"MIO_EUR";2014;1351;"EL411 - Lesvos, Limnos";"Lesvos, Limnos";"EL";5
"8300";"EL411";"MIO_EUR";2009;1752;"EL411 - Lesvos, Limnos";"Lesvos, Limnos";"EL";5
"8301";"EL411";"MIO_EUR";2000;994;"EL411 - Lesvos, Limnos";"Lesvos, Limnos";"EL";5
"8302";"EL411";"MIO_EUR";2011;1523;"EL411 - Lesvos, Limnos";"Lesvos, Limnos";"EL";5
"8303";"EL411";"MIO_EUR";2006;1595;"EL411 - Lesvos, Limnos";"Lesvos, Limnos";"EL";5
"8304";"EL411";"MIO_EUR";2013;1356;"EL411 - Lesvos, Limnos";"Lesvos, Limnos";"EL";5
"8305";"EL411";"MIO_EUR";2007;1696;"EL411 - Lesvos, Limnos";"Lesvos, Limnos";"EL";5
"8306";"EL412";"MIO_EUR";2009;763;"EL412 - Ikaria, Samos";"Ikaria, Samos";"EL";5
"8307";"EL412";"MIO_EUR";2000;405;"EL412 - Ikaria, Samos";"Ikaria, Samos";"EL";5
"8308";"EL412";"MIO_EUR";2002;450;"EL412 - Ikaria, Samos";"Ikaria, Samos";"EL";5
"8309";"EL412";"MIO_EUR";2010;698;"EL412 - Ikaria, Samos";"Ikaria, Samos";"EL";5
"8310";"EL412";"MIO_EUR";2013;560;"EL412 - Ikaria, Samos";"Ikaria, Samos";"EL";5
"8311";"EL412";"MIO_EUR";2005;636;"EL412 - Ikaria, Samos";"Ikaria, Samos";"EL";5
"8312";"EL412";"MIO_EUR";2004;572;"EL412 - Ikaria, Samos";"Ikaria, Samos";"EL";5
"8313";"EL412";"MIO_EUR";2001;439;"EL412 - Ikaria, Samos";"Ikaria, Samos";"EL";5
"8314";"EL412";"MIO_EUR";2012;565;"EL412 - Ikaria, Samos";"Ikaria, Samos";"EL";5
"8315";"EL412";"MIO_EUR";2007;749;"EL412 - Ikaria, Samos";"Ikaria, Samos";"EL";5
"8316";"EL412";"MIO_EUR";2006;689;"EL412 - Ikaria, Samos";"Ikaria, Samos";"EL";5
"8317";"EL412";"MIO_EUR";2011;637;"EL412 - Ikaria, Samos";"Ikaria, Samos";"EL";5
"8318";"EL412";"MIO_EUR";2008;816;"EL412 - Ikaria, Samos";"Ikaria, Samos";"EL";5
"8319";"EL412";"MIO_EUR";2014;543;"EL412 - Ikaria, Samos";"Ikaria, Samos";"EL";5
"8320";"EL412";"MIO_EUR";2003;507;"EL412 - Ikaria, Samos";"Ikaria, Samos";"EL";5
"8321";"EL413";"MIO_EUR";2002;574;"EL413 - Chios";"Chios";"EL";5
"8322";"EL413";"MIO_EUR";2004;721;"EL413 - Chios";"Chios";"EL";5
"8323";"EL413";"MIO_EUR";2005;700;"EL413 - Chios";"Chios";"EL";5
"8324";"EL413";"MIO_EUR";2012;747;"EL413 - Chios";"Chios";"EL";5
"8325";"EL413";"MIO_EUR";2010;839;"EL413 - Chios";"Chios";"EL";5
"8326";"EL413";"MIO_EUR";2003;658;"EL413 - Chios";"Chios";"EL";5
"8327";"EL413";"MIO_EUR";2001;532;"EL413 - Chios";"Chios";"EL";5
"8328";"EL413";"MIO_EUR";2000;521;"EL413 - Chios";"Chios";"EL";5
"8329";"EL413";"MIO_EUR";2008;900;"EL413 - Chios";"Chios";"EL";5
"8330";"EL413";"MIO_EUR";2006;757;"EL413 - Chios";"Chios";"EL";5
"8331";"EL413";"MIO_EUR";2009;881;"EL413 - Chios";"Chios";"EL";5
"8332";"EL413";"MIO_EUR";2007;860;"EL413 - Chios";"Chios";"EL";5
"8333";"EL413";"MIO_EUR";2011;784;"EL413 - Chios";"Chios";"EL";5
"8334";"EL413";"MIO_EUR";2014;666;"EL413 - Chios";"Chios";"EL";5
"8335";"EL413";"MIO_EUR";2013;657;"EL413 - Chios";"Chios";"EL";5
"8336";"EL421";"MIO_EUR";2006;4012;"EL421 - Kalymnos, Karpathos, Kos, Rodos";"Kalymnos, Karpathos, Kos, Rodos";"EL";5
"8337";"EL421";"MIO_EUR";2001;2984;"EL421 - Kalymnos, Karpathos, Kos, Rodos";"Kalymnos, Karpathos, Kos, Rodos";"EL";5
"8338";"EL421";"MIO_EUR";2012;3471;"EL421 - Kalymnos, Karpathos, Kos, Rodos";"Kalymnos, Karpathos, Kos, Rodos";"EL";5
"8339";"EL421";"MIO_EUR";2007;4206;"EL421 - Kalymnos, Karpathos, Kos, Rodos";"Kalymnos, Karpathos, Kos, Rodos";"EL";5
"8340";"EL421";"MIO_EUR";2005;3595;"EL421 - Kalymnos, Karpathos, Kos, Rodos";"Kalymnos, Karpathos, Kos, Rodos";"EL";5
"8341";"EL421";"MIO_EUR";2014;3252;"EL421 - Kalymnos, Karpathos, Kos, Rodos";"Kalymnos, Karpathos, Kos, Rodos";"EL";5
"8342";"EL421";"MIO_EUR";2003;3289;"EL421 - Kalymnos, Karpathos, Kos, Rodos";"Kalymnos, Karpathos, Kos, Rodos";"EL";5
"8343";"EL421";"MIO_EUR";2000;2854;"EL421 - Kalymnos, Karpathos, Kos, Rodos";"Kalymnos, Karpathos, Kos, Rodos";"EL";5
"8344";"EL421";"MIO_EUR";2011;3618;"EL421 - Kalymnos, Karpathos, Kos, Rodos";"Kalymnos, Karpathos, Kos, Rodos";"EL";5
"8345";"EL421";"MIO_EUR";2008;4523;"EL421 - Kalymnos, Karpathos, Kos, Rodos";"Kalymnos, Karpathos, Kos, Rodos";"EL";5
"8346";"EL421";"MIO_EUR";2009;4150;"EL421 - Kalymnos, Karpathos, Kos, Rodos";"Kalymnos, Karpathos, Kos, Rodos";"EL";5
"8347";"EL421";"MIO_EUR";2010;3920;"EL421 - Kalymnos, Karpathos, Kos, Rodos";"Kalymnos, Karpathos, Kos, Rodos";"EL";5
"8348";"EL421";"MIO_EUR";2013;3213;"EL421 - Kalymnos, Karpathos, Kos, Rodos";"Kalymnos, Karpathos, Kos, Rodos";"EL";5
"8349";"EL421";"MIO_EUR";2002;2971;"EL421 - Kalymnos, Karpathos, Kos, Rodos";"Kalymnos, Karpathos, Kos, Rodos";"EL";5
"8350";"EL421";"MIO_EUR";2004;3498;"EL421 - Kalymnos, Karpathos, Kos, Rodos";"Kalymnos, Karpathos, Kos, Rodos";"EL";5
"8351";"EL422";"MIO_EUR";2014;2741;"EL422 - Andros, Thira, Kea, Milos, Mykonos, Naxos, Paros, Syros, Tinos";"Andros, Thira, Kea, Milos, Mykonos, Naxos, Paros, Syros, Tinos";"EL";5
"8352";"EL422";"MIO_EUR";2007;3477;"EL422 - Andros, Thira, Kea, Milos, Mykonos, Naxos, Paros, Syros, Tinos";"Andros, Thira, Kea, Milos, Mykonos, Naxos, Paros, Syros, Tinos";"EL";5
"8353";"EL422";"MIO_EUR";2012;2608;"EL422 - Andros, Thira, Kea, Milos, Mykonos, Naxos, Paros, Syros, Tinos";"Andros, Thira, Kea, Milos, Mykonos, Naxos, Paros, Syros, Tinos";"EL";5
