"";"geo";"unit";"time";"PKB";"GEO";"Region";"Kraj";"dl"
"7880";"DEG0M";"MIO_EUR";2005;1457;"DEG0M - Altenburger Land";"Altenburger Land";"DE";5
"7881";"DEG0M";"MIO_EUR";2003;1449;"DEG0M - Altenburger Land";"Altenburger Land";"DE";5
"7882";"DEG0M";"MIO_EUR";2010;1683;"DEG0M - Altenburger Land";"Altenburger Land";"DE";5
"7883";"DEG0M";"MIO_EUR";2004;1475;"DEG0M - Altenburger Land";"Altenburger Land";"DE";5
"7884";"DEG0N";"MIO_EUR";2000;1252;"DEG0N - Eisenach, Kreisfreie Stadt";"Eisenach, Kreisfreie Stadt";"DE";5
"7885";"DEG0N";"MIO_EUR";2004;1478;"DEG0N - Eisenach, Kreisfreie Stadt";"Eisenach, Kreisfreie Stadt";"DE";5
"7886";"DEG0N";"MIO_EUR";2007;1410;"DEG0N - Eisenach, Kreisfreie Stadt";"Eisenach, Kreisfreie Stadt";"DE";5
"7887";"DEG0N";"MIO_EUR";2001;1226;"DEG0N - Eisenach, Kreisfreie Stadt";"Eisenach, Kreisfreie Stadt";"DE";5
"7888";"DEG0N";"MIO_EUR";2011;1326;"DEG0N - Eisenach, Kreisfreie Stadt";"Eisenach, Kreisfreie Stadt";"DE";5
"7889";"DEG0N";"MIO_EUR";2013;1309;"DEG0N - Eisenach, Kreisfreie Stadt";"Eisenach, Kreisfreie Stadt";"DE";5
"7890";"DEG0N";"MIO_EUR";2005;1351;"DEG0N - Eisenach, Kreisfreie Stadt";"Eisenach, Kreisfreie Stadt";"DE";5
"7891";"DEG0N";"MIO_EUR";2010;1218;"DEG0N - Eisenach, Kreisfreie Stadt";"Eisenach, Kreisfreie Stadt";"DE";5
"7892";"DEG0N";"MIO_EUR";2002;1492;"DEG0N - Eisenach, Kreisfreie Stadt";"Eisenach, Kreisfreie Stadt";"DE";5
"7893";"DEG0N";"MIO_EUR";2006;1448;"DEG0N - Eisenach, Kreisfreie Stadt";"Eisenach, Kreisfreie Stadt";"DE";5
"7894";"DEG0N";"MIO_EUR";2008;1065;"DEG0N - Eisenach, Kreisfreie Stadt";"Eisenach, Kreisfreie Stadt";"DE";5
"7895";"DEG0N";"MIO_EUR";2009;1115;"DEG0N - Eisenach, Kreisfreie Stadt";"Eisenach, Kreisfreie Stadt";"DE";5
"7896";"DEG0N";"MIO_EUR";2003;1546;"DEG0N - Eisenach, Kreisfreie Stadt";"Eisenach, Kreisfreie Stadt";"DE";5
"7897";"DEG0N";"MIO_EUR";2012;1245;"DEG0N - Eisenach, Kreisfreie Stadt";"Eisenach, Kreisfreie Stadt";"DE";5
"7898";"DEG0N";"MIO_EUR";2014;1609;"DEG0N - Eisenach, Kreisfreie Stadt";"Eisenach, Kreisfreie Stadt";"DE";5
"7899";"DEG0P";"MIO_EUR";2011;2919;"DEG0P - Wartburgkreis";"Wartburgkreis";"DE";5
"7900";"DEG0P";"MIO_EUR";2000;2120;"DEG0P - Wartburgkreis";"Wartburgkreis";"DE";5
"7901";"DEG0P";"MIO_EUR";2010;2645;"DEG0P - Wartburgkreis";"Wartburgkreis";"DE";5
"7902";"DEG0P";"MIO_EUR";2004;2248;"DEG0P - Wartburgkreis";"Wartburgkreis";"DE";5
"7903";"DEG0P";"MIO_EUR";2007;2582;"DEG0P - Wartburgkreis";"Wartburgkreis";"DE";5
"7904";"DEG0P";"MIO_EUR";2009;2361;"DEG0P - Wartburgkreis";"Wartburgkreis";"DE";5
"7905";"DEG0P";"MIO_EUR";2002;2201;"DEG0P - Wartburgkreis";"Wartburgkreis";"DE";5
"7906";"DEG0P";"MIO_EUR";2013;2902;"DEG0P - Wartburgkreis";"Wartburgkreis";"DE";5
"7907";"DEG0P";"MIO_EUR";2005;2381;"DEG0P - Wartburgkreis";"Wartburgkreis";"DE";5
"7908";"DEG0P";"MIO_EUR";2008;2818;"DEG0P - Wartburgkreis";"Wartburgkreis";"DE";5
"7909";"DEG0P";"MIO_EUR";2001;2204;"DEG0P - Wartburgkreis";"Wartburgkreis";"DE";5
"7910";"DEG0P";"MIO_EUR";2006;2513;"DEG0P - Wartburgkreis";"Wartburgkreis";"DE";5
"7911";"DEG0P";"MIO_EUR";2012;2918;"DEG0P - Wartburgkreis";"Wartburgkreis";"DE";5
"7912";"DEG0P";"MIO_EUR";2014;2961;"DEG0P - Wartburgkreis";"Wartburgkreis";"DE";5
"7913";"DEG0P";"MIO_EUR";2003;2235;"DEG0P - Wartburgkreis";"Wartburgkreis";"DE";5
"7914";"DK011";"MIO_EUR";2001;30955;"DK011 - Byen K?benhavn";"Byen K?benhavn";"DK";5
"7915";"DK011";"MIO_EUR";2014;48682;"DK011 - Byen K?benhavn";"Byen K?benhavn";"DK";5
"7916";"DK011";"MIO_EUR";2015;50441;"DK011 - Byen K?benhavn";"Byen K?benhavn";"DK";5
"7917";"DK011";"MIO_EUR";2011;43511;"DK011 - Byen K?benhavn";"Byen K?benhavn";"DK";5
"7918";"DK011";"MIO_EUR";2013;46197;"DK011 - Byen K?benhavn";"Byen K?benhavn";"DK";5
"7919";"DK011";"MIO_EUR";2008;39342;"DK011 - Byen K?benhavn";"Byen K?benhavn";"DK";5
"7920";"DK011";"MIO_EUR";2005;36261;"DK011 - Byen K?benhavn";"Byen K?benhavn";"DK";5
"7921";"DK011";"MIO_EUR";2002;31244;"DK011 - Byen K?benhavn";"Byen K?benhavn";"DK";5
"7922";"DK011";"MIO_EUR";2010;43920;"DK011 - Byen K?benhavn";"Byen K?benhavn";"DK";5
"7923";"DK011";"MIO_EUR";2009;38970;"DK011 - Byen K?benhavn";"Byen K?benhavn";"DK";5
"7924";"DK011";"MIO_EUR";2012;45090;"DK011 - Byen K?benhavn";"Byen K?benhavn";"DK";5
"7925";"DK011";"MIO_EUR";2004;33581;"DK011 - Byen K?benhavn";"Byen K?benhavn";"DK";5
"7926";"DK011";"MIO_EUR";2000;29647;"DK011 - Byen K?benhavn";"Byen K?benhavn";"DK";5
"7927";"DK011";"MIO_EUR";2003;31750;"DK011 - Byen K?benhavn";"Byen K?benhavn";"DK";5
"7928";"DK011";"MIO_EUR";2006;36623;"DK011 - Byen K?benhavn";"Byen K?benhavn";"DK";5
"7929";"DK011";"MIO_EUR";2007;38376;"DK011 - Byen K?benhavn";"Byen K?benhavn";"DK";5
"7930";"DK012";"MIO_EUR";2011;33215;"DK012 - K?benhavns omegn";"K?benhavns omegn";"DK";5
"7931";"DK012";"MIO_EUR";2007;29089;"DK012 - K?benhavns omegn";"K?benhavns omegn";"DK";5
"7932";"DK012";"MIO_EUR";2001;23518;"DK012 - K?benhavns omegn";"K?benhavns omegn";"DK";5
"7933";"DK012";"MIO_EUR";2014;38316;"DK012 - K?benhavns omegn";"K?benhavns omegn";"DK";5
"7934";"DK012";"MIO_EUR";2006;28666;"DK012 - K?benhavns omegn";"K?benhavns omegn";"DK";5
"7935";"DK012";"MIO_EUR";2002;23738;"DK012 - K?benhavns omegn";"K?benhavns omegn";"DK";5
"7936";"DK012";"MIO_EUR";2015;40217;"DK012 - K?benhavns omegn";"K?benhavns omegn";"DK";5
"7937";"DK012";"MIO_EUR";2009;30447;"DK012 - K?benhavns omegn";"K?benhavns omegn";"DK";5
"7938";"DK012";"MIO_EUR";2004;26337;"DK012 - K?benhavns omegn";"K?benhavns omegn";"DK";5
"7939";"DK012";"MIO_EUR";2012;34892;"DK012 - K?benhavns omegn";"K?benhavns omegn";"DK";5
"7940";"DK012";"MIO_EUR";2003;24514;"DK012 - K?benhavns omegn";"K?benhavns omegn";"DK";5
"7941";"DK012";"MIO_EUR";2000;22707;"DK012 - K?benhavns omegn";"K?benhavns omegn";"DK";5
"7942";"DK012";"MIO_EUR";2008;31474;"DK012 - K?benhavns omegn";"K?benhavns omegn";"DK";5
"7943";"DK012";"MIO_EUR";2013;36767;"DK012 - K?benhavns omegn";"K?benhavns omegn";"DK";5
"7944";"DK012";"MIO_EUR";2005;27905;"DK012 - K?benhavns omegn";"K?benhavns omegn";"DK";5
"7945";"DK012";"MIO_EUR";2010;32731;"DK012 - K?benhavns omegn";"K?benhavns omegn";"DK";5
"7946";"DK013";"MIO_EUR";2006;14833;"DK013 - Nordsj?lland";"Nordsj?lland";"DK";5
"7947";"DK013";"MIO_EUR";2013;16391;"DK013 - Nordsj?lland";"Nordsj?lland";"DK";5
"7948";"DK013";"MIO_EUR";2010;15495;"DK013 - Nordsj?lland";"Nordsj?lland";"DK";5
"7949";"DK013";"MIO_EUR";2015;17532;"DK013 - Nordsj?lland";"Nordsj?lland";"DK";5
"7950";"DK013";"MIO_EUR";2009;15343;"DK013 - Nordsj?lland";"Nordsj?lland";"DK";5
"7951";"DK013";"MIO_EUR";2007;15292;"DK013 - Nordsj?lland";"Nordsj?lland";"DK";5
"7952";"DK013";"MIO_EUR";2004;13524;"DK013 - Nordsj?lland";"Nordsj?lland";"DK";5
"7953";"DK013";"MIO_EUR";2002;12385;"DK013 - Nordsj?lland";"Nordsj?lland";"DK";5
"7954";"DK013";"MIO_EUR";2000;11923;"DK013 - Nordsj?lland";"Nordsj?lland";"DK";5
"7955";"DK013";"MIO_EUR";2005;14596;"DK013 - Nordsj?lland";"Nordsj?lland";"DK";5
"7956";"DK013";"MIO_EUR";2011;15281;"DK013 - Nordsj?lland";"Nordsj?lland";"DK";5
"7957";"DK013";"MIO_EUR";2012;15959;"DK013 - Nordsj?lland";"Nordsj?lland";"DK";5
"7958";"DK013";"MIO_EUR";2003;12929;"DK013 - Nordsj?lland";"Nordsj?lland";"DK";5
"7959";"DK013";"MIO_EUR";2008;15910;"DK013 - Nordsj?lland";"Nordsj?lland";"DK";5
"7960";"DK013";"MIO_EUR";2001;12264;"DK013 - Nordsj?lland";"Nordsj?lland";"DK";5
"7961";"DK013";"MIO_EUR";2014;16903;"DK013 - Nordsj?lland";"Nordsj?lland";"DK";5
"7962";"DK014";"MIO_EUR";2002;1102;"DK014 - Bornholm";"Bornholm";"DK";5
"7963";"DK014";"MIO_EUR";2011;1281;"DK014 - Bornholm";"Bornholm";"DK";5
"7964";"DK014";"MIO_EUR";2004;1097;"DK014 - Bornholm";"Bornholm";"DK";5
"7965";"DK014";"MIO_EUR";2007;1278;"DK014 - Bornholm";"Bornholm";"DK";5
"7966";"DK014";"MIO_EUR";2013;1311;"DK014 - Bornholm";"Bornholm";"DK";5
"7967";"DK014";"MIO_EUR";2000;1023;"DK014 - Bornholm";"Bornholm";"DK";5
"7968";"DK014";"MIO_EUR";2009;1230;"DK014 - Bornholm";"Bornholm";"DK";5
"7969";"DK014";"MIO_EUR";2015;1368;"DK014 - Bornholm";"Bornholm";"DK";5
"7970";"DK014";"MIO_EUR";2006;1232;"DK014 - Bornholm";"Bornholm";"DK";5
"7971";"DK014";"MIO_EUR";2012;1316;"DK014 - Bornholm";"Bornholm";"DK";5
"7972";"DK014";"MIO_EUR";2003;1095;"DK014 - Bornholm";"Bornholm";"DK";5
"7973";"DK014";"MIO_EUR";2008;1264;"DK014 - Bornholm";"Bornholm";"DK";5
"7974";"DK014";"MIO_EUR";2010;1255;"DK014 - Bornholm";"Bornholm";"DK";5
"7975";"DK014";"MIO_EUR";2001;1067;"DK014 - Bornholm";"Bornholm";"DK";5
"7976";"DK014";"MIO_EUR";2014;1336;"DK014 - Bornholm";"Bornholm";"DK";5
"7977";"DK014";"MIO_EUR";2005;1151;"DK014 - Bornholm";"Bornholm";"DK";5
"7978";"DK021";"MIO_EUR";2007;7184;"DK021 - ?stsj?lland";"?stsj?lland";"DK";5
"7979";"DK021";"MIO_EUR";2015;8205;"DK021 - ?stsj?lland";"?stsj?lland";"DK";5
"7980";"DK021";"MIO_EUR";2004;6421;"DK021 - ?stsj?lland";"?stsj?lland";"DK";5
"7981";"DK021";"MIO_EUR";2006;7069;"DK021 - ?stsj?lland";"?stsj?lland";"DK";5
"7982";"DK021";"MIO_EUR";2002;5829;"DK021 - ?stsj?lland";"?stsj?lland";"DK";5
"7983";"DK021";"MIO_EUR";2001;5499;"DK021 - ?stsj?lland";"?stsj?lland";"DK";5
"7984";"DK021";"MIO_EUR";2011;7484;"DK021 - ?stsj?lland";"?stsj?lland";"DK";5
"7985";"DK021";"MIO_EUR";2014;7887;"DK021 - ?stsj?lland";"?stsj?lland";"DK";5
"7986";"DK021";"MIO_EUR";2012;7552;"DK021 - ?stsj?lland";"?stsj?lland";"DK";5
"7987";"DK021";"MIO_EUR";2013;7630;"DK021 - ?stsj?lland";"?stsj?lland";"DK";5
"7988";"DK021";"MIO_EUR";2008;6817;"DK021 - ?stsj?lland";"?stsj?lland";"DK";5
"7989";"DK021";"MIO_EUR";2005;6713;"DK021 - ?stsj?lland";"?stsj?lland";"DK";5
"7990";"DK021";"MIO_EUR";2003;6030;"DK021 - ?stsj?lland";"?stsj?lland";"DK";5
"7991";"DK021";"MIO_EUR";2000;5276;"DK021 - ?stsj?lland";"?stsj?lland";"DK";5
"7992";"DK021";"MIO_EUR";2009;7215;"DK021 - ?stsj?lland";"?stsj?lland";"DK";5
"7993";"DK021";"MIO_EUR";2010;7392;"DK021 - ?stsj?lland";"?stsj?lland";"DK";5
"7994";"DK022";"MIO_EUR";2003;14993;"DK022 - Vest- og Sydsj?lland";"Vest- og Sydsj?lland";"DK";5
"7995";"DK022";"MIO_EUR";2007;17270;"DK022 - Vest- og Sydsj?lland";"Vest- og Sydsj?lland";"DK";5
"7996";"DK022";"MIO_EUR";2013;17822;"DK022 - Vest- og Sydsj?lland";"Vest- og Sydsj?lland";"DK";5
"7997";"DK022";"MIO_EUR";2004;15465;"DK022 - Vest- og Sydsj?lland";"Vest- og Sydsj?lland";"DK";5
"7998";"DK022";"MIO_EUR";2005;15864;"DK022 - Vest- og Sydsj?lland";"Vest- og Sydsj?lland";"DK";5
"7999";"DK022";"MIO_EUR";2015;18926;"DK022 - Vest- og Sydsj?lland";"Vest- og Sydsj?lland";"DK";5
"8000";"DK022";"MIO_EUR";2011;17261;"DK022 - Vest- og Sydsj?lland";"Vest- og Sydsj?lland";"DK";5
"8001";"DK022";"MIO_EUR";2009;16223;"DK022 - Vest- og Sydsj?lland";"Vest- og Sydsj?lland";"DK";5
"8002";"DK022";"MIO_EUR";2008;17440;"DK022 - Vest- og Sydsj?lland";"Vest- og Sydsj?lland";"DK";5
"8003";"DK022";"MIO_EUR";2001;14158;"DK022 - Vest- og Sydsj?lland";"Vest- og Sydsj?lland";"DK";5
"8004";"DK022";"MIO_EUR";2014;18392;"DK022 - Vest- og Sydsj?lland";"Vest- og Sydsj?lland";"DK";5
"8005";"DK022";"MIO_EUR";2010;17156;"DK022 - Vest- og Sydsj?lland";"Vest- og Sydsj?lland";"DK";5
"8006";"DK022";"MIO_EUR";2002;14735;"DK022 - Vest- og Sydsj?lland";"Vest- og Sydsj?lland";"DK";5
"8007";"DK022";"MIO_EUR";2012;17918;"DK022 - Vest- og Sydsj?lland";"Vest- og Sydsj?lland";"DK";5
"8008";"DK022";"MIO_EUR";2006;16959;"DK022 - Vest- og Sydsj?lland";"Vest- og Sydsj?lland";"DK";5
"8009";"DK022";"MIO_EUR";2000;13465;"DK022 - Vest- og Sydsj?lland";"Vest- og Sydsj?lland";"DK";5
"8010";"DK031";"MIO_EUR";2001;13230;"DK031 - Fyn";"Fyn";"DK";5
"8011";"DK031";"MIO_EUR";2008;17070;"DK031 - Fyn";"Fyn";"DK";5
"8012";"DK031";"MIO_EUR";2004;14347;"DK031 - Fyn";"Fyn";"DK";5
"8013";"DK031";"MIO_EUR";2011;16922;"DK031 - Fyn";"Fyn";"DK";5
"8014";"DK031";"MIO_EUR";2015;18092;"DK031 - Fyn";"Fyn";"DK";5
"8015";"DK031";"MIO_EUR";2009;16520;"DK031 - Fyn";"Fyn";"DK";5
"8016";"DK031";"MIO_EUR";2013;17252;"DK031 - Fyn";"Fyn";"DK";5
"8017";"DK031";"MIO_EUR";2012;17037;"DK031 - Fyn";"Fyn";"DK";5
"8018";"DK031";"MIO_EUR";2007;16269;"DK031 - Fyn";"Fyn";"DK";5
"8019";"DK031";"MIO_EUR";2010;16521;"DK031 - Fyn";"Fyn";"DK";5
"8020";"DK031";"MIO_EUR";2003;13857;"DK031 - Fyn";"Fyn";"DK";5
"8021";"DK031";"MIO_EUR";2014;17580;"DK031 - Fyn";"Fyn";"DK";5
"8022";"DK031";"MIO_EUR";2000;12743;"DK031 - Fyn";"Fyn";"DK";5
"8023";"DK031";"MIO_EUR";2002;13750;"DK031 - Fyn";"Fyn";"DK";5
"8024";"DK031";"MIO_EUR";2006;15655;"DK031 - Fyn";"Fyn";"DK";5
"8025";"DK031";"MIO_EUR";2005;14573;"DK031 - Fyn";"Fyn";"DK";5
"8026";"DK032";"MIO_EUR";2013;32903;"DK032 - Sydjylland";"Sydjylland";"DK";5
"8027";"DK032";"MIO_EUR";2003;24443;"DK032 - Sydjylland";"Sydjylland";"DK";5
"8028";"DK032";"MIO_EUR";2007;29397;"DK032 - Sydjylland";"Sydjylland";"DK";5
"8029";"DK032";"MIO_EUR";2010;30548;"DK032 - Sydjylland";"Sydjylland";"DK";5
"8030";"DK032";"MIO_EUR";2004;25196;"DK032 - Sydjylland";"Sydjylland";"DK";5
"8031";"DK032";"MIO_EUR";2011;31353;"DK032 - Sydjylland";"Sydjylland";"DK";5
"8032";"DK032";"MIO_EUR";2012;32004;"DK032 - Sydjylland";"Sydjylland";"DK";5
"8033";"DK032";"MIO_EUR";2002;23895;"DK032 - Sydjylland";"Sydjylland";"DK";5
"8034";"DK032";"MIO_EUR";2006;27843;"DK032 - Sydjylland";"Sydjylland";"DK";5
"8035";"DK032";"MIO_EUR";2001;22985;"DK032 - Sydjylland";"Sydjylland";"DK";5
"8036";"DK032";"MIO_EUR";2009;28777;"DK032 - Sydjylland";"Sydjylland";"DK";5
"8037";"DK032";"MIO_EUR";2014;33548;"DK032 - Sydjylland";"Sydjylland";"DK";5
"8038";"DK032";"MIO_EUR";2000;22356;"DK032 - Sydjylland";"Sydjylland";"DK";5
"8039";"DK032";"MIO_EUR";2015;34378;"DK032 - Sydjylland";"Sydjylland";"DK";5
"8040";"DK032";"MIO_EUR";2005;25598;"DK032 - Sydjylland";"Sydjylland";"DK";5
"8041";"DK032";"MIO_EUR";2008;30120;"DK032 - Sydjylland";"Sydjylland";"DK";5
"8042";"DK041";"MIO_EUR";2007;17663;"DK041 - Vestjylland";"Vestjylland";"DK";5
"8043";"DK041";"MIO_EUR";2001;14209;"DK041 - Vestjylland";"Vestjylland";"DK";5
"8044";"DK041";"MIO_EUR";2003;14847;"DK041 - Vestjylland";"Vestjylland";"DK";5
"8045";"DK041";"MIO_EUR";2011;18112;"DK041 - Vestjylland";"Vestjylland";"DK";5
"8046";"DK041";"MIO_EUR";2004;15435;"DK041 - Vestjylland";"Vestjylland";"DK";5
"8047";"DK041";"MIO_EUR";2012;18042;"DK041 - Vestjylland";"Vestjylland";"DK";5
"8048";"DK041";"MIO_EUR";2010;17215;"DK041 - Vestjylland";"Vestjylland";"DK";5
"8049";"DK041";"MIO_EUR";2002;14833;"DK041 - Vestjylland";"Vestjylland";"DK";5
"8050";"DK041";"MIO_EUR";2015;19553;"DK041 - Vestjylland";"Vestjylland";"DK";5
"8051";"DK041";"MIO_EUR";2013;18540;"DK041 - Vestjylland";"Vestjylland";"DK";5
"8052";"DK041";"MIO_EUR";2006;17052;"DK041 - Vestjylland";"Vestjylland";"DK";5
"8053";"DK041";"MIO_EUR";2000;13705;"DK041 - Vestjylland";"Vestjylland";"DK";5
"8054";"DK041";"MIO_EUR";2014;18773;"DK041 - Vestjylland";"Vestjylland";"DK";5
"8055";"DK041";"MIO_EUR";2008;17962;"DK041 - Vestjylland";"Vestjylland";"DK";5
"8056";"DK041";"MIO_EUR";2005;15431;"DK041 - Vestjylland";"Vestjylland";"DK";5
"8057";"DK041";"MIO_EUR";2009;17132;"DK041 - Vestjylland";"Vestjylland";"DK";5
"8058";"DK042";"MIO_EUR";2014;34444;"DK042 - ?stjylland";"?stjylland";"DK";5
"8059";"DK042";"MIO_EUR";2001;24137;"DK042 - ?stjylland";"?stjylland";"DK";5
"8060";"DK042";"MIO_EUR";2012;33488;"DK042 - ?stjylland";"?stjylland";"DK";5
"8061";"DK042";"MIO_EUR";2004;26379;"DK042 - ?stjylland";"?stjylland";"DK";5
"8062";"DK042";"MIO_EUR";2003;25502;"DK042 - ?stjylland";"?stjylland";"DK";5
"8063";"DK042";"MIO_EUR";2008;31941;"DK042 - ?stjylland";"?stjylland";"DK";5
"8064";"DK042";"MIO_EUR";2006;29638;"DK042 - ?stjylland";"?stjylland";"DK";5
"8065";"DK042";"MIO_EUR";2010;31921;"DK042 - ?stjylland";"?stjylland";"DK";5
"8066";"DK042";"MIO_EUR";2000;23058;"DK042 - ?stjylland";"?stjylland";"DK";5
"8067";"DK042";"MIO_EUR";2009;31596;"DK042 - ?stjylland";"?stjylland";"DK";5
"8068";"DK042";"MIO_EUR";2002;25263;"DK042 - ?stjylland";"?stjylland";"DK";5
"8069";"DK042";"MIO_EUR";2007;30655;"DK042 - ?stjylland";"?stjylland";"DK";5
"8070";"DK042";"MIO_EUR";2011;32889;"DK042 - ?stjylland";"?stjylland";"DK";5
"8071";"DK042";"MIO_EUR";2013;33772;"DK042 - ?stjylland";"?stjylland";"DK";5
"8072";"DK042";"MIO_EUR";2015;35648;"DK042 - ?stjylland";"?stjylland";"DK";5
"8073";"DK042";"MIO_EUR";2005;27320;"DK042 - ?stjylland";"?stjylland";"DK";5
"8074";"DK050";"MIO_EUR";2010;21366;"DK050 - Nordjylland";"Nordjylland";"DK";5
"8075";"DK050";"MIO_EUR";2012;22342;"DK050 - Nordjylland";"Nordjylland";"DK";5
"8076";"DK050";"MIO_EUR";2007;21431;"DK050 - Nordjylland";"Nordjylland";"DK";5
"8077";"DK050";"MIO_EUR";2003;18456;"DK050 - Nordjylland";"Nordjylland";"DK";5
"8078";"DK050";"MIO_EUR";2000;16647;"DK050 - Nordjylland";"Nordjylland";"DK";5
"8079";"DK050";"MIO_EUR";2015;23148;"DK050 - Nordjylland";"Nordjylland";"DK";5
"8080";"DK050";"MIO_EUR";2008;21889;"DK050 - Nordjylland";"Nordjylland";"DK";5
"8081";"DK050";"MIO_EUR";2005;18973;"DK050 - Nordjylland";"Nordjylland";"DK";5
"8082";"DK050";"MIO_EUR";2014;23005;"DK050 - Nordjylland";"Nordjylland";"DK";5
"8083";"DK050";"MIO_EUR";2002;18144;"DK050 - Nordjylland";"Nordjylland";"DK";5
"8084";"DK050";"MIO_EUR";2009;21130;"DK050 - Nordjylland";"Nordjylland";"DK";5
"8085";"DK050";"MIO_EUR";2013;22603;"DK050 - Nordjylland";"Nordjylland";"DK";5
"8086";"DK050";"MIO_EUR";2004;18512;"DK050 - Nordjylland";"Nordjylland";"DK";5
"8087";"DK050";"MIO_EUR";2001;17177;"DK050 - Nordjylland";"Nordjylland";"DK";5
"8088";"DK050";"MIO_EUR";2006;20513;"DK050 - Nordjylland";"Nordjylland";"DK";5
"8089";"DK050";"MIO_EUR";2011;21628;"DK050 - Nordjylland";"Nordjylland";"DK";5
"8090";"DKZZZ";"MIO_EUR";2010;7647;"DKZZZ - Extra-Regio NUTS 3";"Extra-Regio NUTS 3";"DK";5
"8091";"DKZZZ";"MIO_EUR";2015;4277;"DKZZZ - Extra-Regio NUTS 3";"Extra-Regio NUTS 3";"DK";5
"8092";"DKZZZ";"MIO_EUR";2000;5470;"DKZZZ - Extra-Regio NUTS 3";"Extra-Regio NUTS 3";"DK";5
"8093";"DKZZZ";"MIO_EUR";2002;4876;"DKZZZ - Extra-Regio NUTS 3";"Extra-Regio NUTS 3";"DK";5
"8094";"DKZZZ";"MIO_EUR";2012;8938;"DKZZZ - Extra-Regio NUTS 3";"Extra-Regio NUTS 3";"DK";5
"8095";"DKZZZ";"MIO_EUR";2009;6696;"DKZZZ - Extra-Regio NUTS 3";"Extra-Regio NUTS 3";"DK";5
"8096";"DKZZZ";"MIO_EUR";2001;4847;"DKZZZ - Extra-Regio NUTS 3";"Extra-Regio NUTS 3";"DK";5
"8097";"DKZZZ";"MIO_EUR";2003;4939;"DKZZZ - Extra-Regio NUTS 3";"Extra-Regio NUTS 3";"DK";5
"8098";"DKZZZ";"MIO_EUR";2005;8447;"DKZZZ - Extra-Regio NUTS 3";"Extra-Regio NUTS 3";"DK";5
"8099";"DKZZZ";"MIO_EUR";2006;9447;"DKZZZ - Extra-Regio NUTS 3";"Extra-Regio NUTS 3";"DK";5
"8100";"DKZZZ";"MIO_EUR";2014;6368;"DKZZZ - Extra-Regio NUTS 3";"Extra-Regio NUTS 3";"DK";5
"8101";"DKZZZ";"MIO_EUR";2011;8942;"DKZZZ - Extra-Regio NUTS 3";"Extra-Regio NUTS 3";"DK";5
"8102";"DKZZZ";"MIO_EUR";2008;10383;"DKZZZ - Extra-Regio NUTS 3";"Extra-Regio NUTS 3";"DK";5
"8103";"DKZZZ";"MIO_EUR";2007;9477;"DKZZZ - Extra-Regio NUTS 3";"Extra-Regio NUTS 3";"DK";5
"8104";"DKZZZ";"MIO_EUR";2013;7555;"DKZZZ - Extra-Regio NUTS 3";"Extra-Regio NUTS 3";"DK";5
"8105";"DKZZZ";"MIO_EUR";2004;6128;"DKZZZ - Extra-Regio NUTS 3";"Extra-Regio NUTS 3";"DK";5
"8106";"EE001";"MIO_EUR";2008;9761;"EE001 - P?hja-Eesti";"P?hja-Eesti";"EE";5
"8107";"EE001";"MIO_EUR";2012;11018;"EE001 - P?hja-Eesti";"P?hja-Eesti";"EE";5
"8108";"EE001";"MIO_EUR";2009;8632;"EE001 - P?hja-Eesti";"P?hja-Eesti";"EE";5
"8109";"EE001";"MIO_EUR";2002;4535;"EE001 - P?hja-Eesti";"P?hja-Eesti";"EE";5
"8110";"EE001";"MIO_EUR";2000;3521;"EE001 - P?hja-Eesti";"P?hja-Eesti";"EE";5
"8111";"EE001";"MIO_EUR";2003;5135;"EE001 - P?hja-Eesti";"P?hja-Eesti";"EE";5
"8112";"EE001";"MIO_EUR";2007;9683;"EE001 - P?hja-Eesti";"P?hja-Eesti";"EE";5
"8113";"EE001";"MIO_EUR";2006;8198;"EE001 - P?hja-Eesti";"P?hja-Eesti";"EE";5
"8114";"EE001";"MIO_EUR";2004;5829;"EE001 - P?hja-Eesti";"P?hja-Eesti";"EE";5
"8115";"EE001";"MIO_EUR";2011;10101;"EE001 - P?hja-Eesti";"P?hja-Eesti";"EE";5
"8116";"EE001";"MIO_EUR";2014;12307;"EE001 - P?hja-Eesti";"P?hja-Eesti";"EE";5
"8117";"EE001";"MIO_EUR";2005;6695;"EE001 - P?hja-Eesti";"P?hja-Eesti";"EE";5
"8118";"EE001";"MIO_EUR";2010;8790;"EE001 - P?hja-Eesti";"P?hja-Eesti";"EE";5
"8119";"EE001";"MIO_EUR";2015;12822;"EE001 - P?hja-Eesti";"P?hja-Eesti";"EE";5
"8120";"EE001";"MIO_EUR";2001;4018;"EE001 - P?hja-Eesti";"P?hja-Eesti";"EE";5
"8121";"EE001";"MIO_EUR";2013;11740;"EE001 - P?hja-Eesti";"P?hja-Eesti";"EE";5
"8122";"EE004";"MIO_EUR";2000;569;"EE004 - Lääne-Eesti";"Lääne-Eesti";"EE";5
"8123";"EE004";"MIO_EUR";2006;1135;"EE004 - Lääne-Eesti";"Lääne-Eesti";"EE";5
"8124";"EE004";"MIO_EUR";2013;1336;"EE004 - Lääne-Eesti";"Lääne-Eesti";"EE";5
"8125";"EE004";"MIO_EUR";2009;1123;"EE004 - Lääne-Eesti";"Lääne-Eesti";"EE";5
"8126";"EE004";"MIO_EUR";2012;1345;"EE004 - Lääne-Eesti";"Lääne-Eesti";"EE";5
